Acc Number,New Acc No,Old Acc No,Meter No,Acc Name,Subzone,Tariff,Connection Status
,09738,210096064,14048457,VIRGINIA WAMBETI KARIUKI,MUGUTHA,Domestic,ACTIVE
,09739,210096077,14048088,LAWRENCE HUNJA WANGUI,MUGUTHA,Domestic,SUSPENDED
,09741,210096094,09596-0210096094,PETER NGANGA MUIGAI,MUGUTHA,Domestic,SUSPENDED
,09742,210096095,14049287,VINCENT EDWARD NJOROGE,MUGUTHA,Domestic,SUSPENDED
,09743,210096125,14050121,CHARLES KIMANI GUCHU,MUGUTHA,Domestic,SUSPENDED
,09744,210096126,14050122,PAULINE WANJIRA GITHITHO,MUGUTHA,Domestic,ACTIVE
,09745,210096127,14050126,JANE WANGUI KAMWENJI,MUGUTHA,Domestic,SUSPENDED
,09942,210096133,14048783,MARGARET WAMBUI MURIITHI,MUGUTHA,Domestic,SUSPENDED
,09943,210096134,14048788,ALICE WAMBUI KINYANJUI,MUGUTHA,Domestic,ACTIVE
,09944,210096135,14048784,ALICE WAIRIMU WACHIURI,MUGUTHA,Domestic,SUSPENDED
,09945,210096136,14048770,WANJIKU NJENGA,MUGUTHA,Domestic,SUSPENDED
,09946,210096149,20150900319,SCHOLASTICA WANGARI KAMAU,MUGUTHA,Domestic,ACTIVE
,09947,210096150,14048693,JOAN WANJIRA NGARU,MUGUTHA,Domestic,DISCONNECTED
,09948,210096184,14049098,BRENDAN NGANGA NJAU,MUGUTHA,Domestic,ACTIVE
,09949,210096185,14123515,REBECA NJOKI GICHUI,MUGUTHA,Domestic,SUSPENDED
,09950,210096186,14049091,PETER KIBUNYI GACHERU,MUGUTHA,Domestic,SUSPENDED
,09951,210096203,14050755,DAVID MWANGI IRUNGU,MUGUTHA,Domestic,ACTIVE
,09952,210096209,14048324,CRISPUS KINYUA MURIUKI,MUGUTHA,Domestic,ACTIVE
,09953,210096210,14048328,GRACE NJERI MBUGUA,MUGUTHA,Domestic,SUSPENDED
,09954,210096211,14048327,PETER KIMANI KINYANJUI,MUGUTHA,Commercial,SUSPENDED
,09955,210096218,09900-0210096218,VERONICA NDUTA MWANGI,MUGUTHA,Domestic,DISCONNECTED
,09956,210096219,14048825,ESTHER MUGURE MWAURA,MUGUTHA,Domestic,SUSPENDED
,09957,210096229,14049720,BENARD NGETHA KIHAGI,MUGUTHA,Domestic,ACTIVE
,10123,210092290,10068-0210092290,PATRICK KIMURU MATHENGE,MUGUTHA,,SUSPENDED
,10124,210093571,113175,GRACE NGINDA NJUGUNA,MUGUTHA,Domestic,DISCONNECTED
,10125,210096260,14128515,JOEL NJOYA MUKUNDI,MUGUTHA,Domestic,ACTIVE
,10126,210096277,14121915,MARY WANJIRU WAWERU,MUGUTHA,Domestic,SUSPENDED
,10127,210096278,14121615,ANNE WANJIRU WACHIRA,MUGUTHA,Domestic,SUSPENDED
,10128,210096279,14121315,MARY NJOKI WAINAINA,MUGUTHA,Domestic,DISCONNECTED
,10129,210096282,14121815,CHARLES GICHARI NJOROGE,MUGUTHA,Domestic,DISCONNECTED
,10130,210096284,14121115,ANNE WANJIRU NJOGU,MUGUTHA,Domestic,SUSPENDED
,10132,210096288,10077-0210096288,LUCY WANJIRU KINUTHIA,MUGUTHA,Domestic,ACTIVE
,10133,210096289,14217515,SIMON MWAURA KINUTHIA,MUGUTHA,Domestic,ACTIVE
,10134,210096291,14217615,JOSEPHINE WANGARI WANGUI,MUGUTHA,Domestic,ACTIVE
,10135,210096292,14217415,WILLIAM MBURU KAGO,MUGUTHA,Commercial,SUSPENDED
,10136,210096293,14217115,NANCY WAITHIRA CHEGE,MUGUTHA,Domestic,ACTIVE
,10137,210096307,10082-0210096307,MORRIS MUTWIRI NDUNGU,MUGUTHA,Domestic,SUSPENDED
,10138,210096325,14168415,PHILOMENA NJERI DANIEL,MUGUTHA,Domestic,SUSPENDED
,10139,210096326,14232315,MARY NJERI WAMUNYU,MUGUTHA,Domestic,SUSPENDED
,10140,210096327,14169015,CHARITY MUKAMI WACHIRA,MUGUTHA,Commercial,SUSPENDED
,10141,210096328,14168915,MICHAEL NJIRAINI,MUGUTHA,Domestic,SUSPENDED
,10142,210096329,14168615,SUSAN WANJIRU NJIRAINI,MUGUTHA,Commercial,SUSPENDED
,10143,210096335,14123215,PAUL NYANJUI ICATHA,MUGUTHA,Domestic,SUSPENDED
,10144,210096337,14172915,MARY WANGARI KAMAU,MUGUTHA,Domestic,DISCONNECTED
,10145,210096338,14172815,GRACE N KIEGA,MUGUTHA,Domestic,SUSPENDED
,10146,210096339,14173015,DICKSON MWANGI,MUGUTHA,Domestic,SUSPENDED
,10147,210096342,14172715,MARY W KAMAU,MUGUTHA,Domestic,SUSPENDED
,10148,210096348,14231615,CHARLES KAGO NDEBE,MUGUTHA,Domestic,DISCONNECTED
,10224,210096636,17137823,ANNIE WANJIKU MBURU,MUGUTHA,Domestic,SUSPENDED
,10336,210092342,10281-0210092342,MWANGI HOSEA WANDERI,MUGUTHA,,SUSPENDED
,10337,210096385,14134415,ESTHER N NGATIA,MUGUTHA,Domestic,SUSPENDED
,10338,210096391,14134715,MERCY NDUTA MWANIKI,MUGUTHA,Domestic,ACTIVE
,10339,210096392,14134515,LOISE WANJERI SHAURI,MUGUTHA,Domestic,ACTIVE
,10340,210096402,14174615,SARAH WANJIRU MWANGI,MUGUTHA,Domestic,ACTIVE
,10341,210096415,14137715,SIMON KAGOTHO KIMANI,MUGUTHA,Domestic,ACTIVE
,10342,210096418,14137215,JAMES KARIUKI NDIRITU,MUGUTHA,Domestic,ACTIVE
,10343,210096440,14139515,DANCAN NDEGWA NJUGUNA,MUGUTHA,Domestic,ACTIVE
,10345,210096455,14198815,,MUGUTHA,Domestic,ACTIVE
,10346,210096456,16015029,MAGDALINE MUMBI CHEGE,MUGUTHA,,SUSPENDED
,10347,210096457,14198315,STEPHEN KIBE KINUTHIA,MUGUTHA,Domestic,ACTIVE
,10348,210076458,14198615,JOYCE MUENI MBUVI,MUGUTHA,Domestic,SUSPENDED
,10349,210096460,14195915,CATHERINE MUTHONI DUNCAN,MUGUTHA,Domestic,DISCONNECTED
,10350,210096464,14198215,PATRICK MUTURI NGANGA,MUGUTHA,Domestic,SUSPENDED
,10351,210096465,14199015,PETER NGANGA KAMANDE,MUGUTHA,Domestic,SUSPENDED
,10352,210096473,14191315,MBUGUA KIMAI KANIU,MUGUTHA,Domestic,ACTIVE
,10353,210096474,14191615,NANCY MUTHONI GIOCHE,MUGUTHA,Domestic,ACTIVE
,10354,210096488,14194415,EUNICE WAITHIRA KARIUKI,MUGUTHA,Domestic,SUSPENDED
,10355,210096498,19013229,JANE WAMBUI �MAINA,MUGUTHA,Domestic,ACTIVE
,10356,210096499,14201015,ACK ST. PAUL'S MUKUYUINI,MUGUTHA,Domestic,ACTIVE
,10357,210096516,14197315,ROSE GATHONI NJOROGE,MUGUTHA,Domestic,SUSPENDED
,10358,210096517,14197415,TABITHA MUTHONI WAHIU,MUGUTHA,Domestic,DISCONNECTED
,10502,210096525,14206515,MOLLY MUGURE MACHARIA,MUGUTHA,Domestic,SUSPENDED
,10503,210096532,14199915,JAMES MAINA MURIITHI,MUGUTHA,Domestic,ACTIVE
,10512,210096545,14208115,JOTHAM THURANIRA MUKINDIA,MUGUTHA,Domestic,SUSPENDED
,10513,210096546,14209015,SERAPHINE RUGU MWANGI,MUGUTHA,Domestic,ACTIVE
,10526,210096561,14209915,SUSAN WAKANYI GICHANE,MUGUTHA,Domestic,SUSPENDED
,10548,210096572,14179115,LEAH WAMBUI MAINA 210091903,MUGUTHA,Domestic,ACTIVE
,10554,210096578,14130515,JAMES MBURU MUTHIRU,MUGUTHA,Domestic,ACTIVE
,10597,210096599,19029602,CATHERINE GAUTA KAGENDO,MUGUTHA,Domestic,ACTIVE
,10600,210096602,0,NJERI KITHINJI RAGWA,MUGUTHA,Domestic,ACTIVE
,10690,210096677,14144915,CHARLES NDERI MURIITHI,MUGUTHA,Domestic,ACTIVE
,10691,210096688,14145215,JOSEPHINE WANJIRU GACHUNGA,MUGUTHA,Domestic,ACTIVE
,10692,210096689,14145615,CECILIA MUTHONI NJOROGE,MUGUTHA,Commercial,ACTIVE
,10693,210096690,14145415,ROSALID KAARI NKABU,MUGUTHA,Domestic,DISCONNECTED
,10694,210096691,10640-0210096691,AGNES RACHEL WAKONYO MUNGAI,MUGUTHA,Domestic,SUSPENDED
,10695,210096696,14186815,ANN WANJIRU GATHOGO,MUGUTHA,Domestic,SUSPENDED
,10696,210096705,14132115,BERNARD NJINU MUIRU,MUGUTHA,Domestic,DISCONNECTED
,10697,210096706,14132015,NAOMI WANJIKU KIAGO,MUGUTHA,Domestic,SUSPENDED
,10698,210096707,14132515,MERCY NYAMBURA KAMAU,MUGUTHA,Domestic,ACTIVE
,10699,210096708,14132715,LUCY NJERI MWANGI,MUGUTHA,Domestic,DISCONNECTED
,10700,210096709,14132415,PRISCILLA MUKUHI NJOROGE,MUGUTHA,Domestic,ACTIVE
,10701,210096716,14148215,MARY NDUTA KARIUKI,MUGUTHA,Domestic,SUSPENDED
,10702,210096735,14153315,MARY WANGARI KAMAU,MUGUTHA,Domestic,SUSPENDED
,10703,210096744,14187615,LUCIA WANGUI MUCHAI,MUGUTHA,Commercial,SUSPENDED
,10704,210096745,14187315,MERCY WAMBUI NDERITU,MUGUTHA,Domestic,ACTIVE
,10705,210096751,14173515,LYDIA WACERA KAIRU,MUGUTHA,Domestic,SUSPENDED
,10706,210096752,14173915,RAHAB NYAKARURA MWANGI,MUGUTHA,Domestic,DISCONNECTED
,10707,210096766,14161115,ANNE NJOKI WANJIRU,MUGUTHA,Domestic,ACTIVE
,10708,210096772,14131915,MARIA WANJIKU KAMAU,MUGUTHA,Domestic,SUSPENDED
,10709,210096797,14555415,DAVID WAWERU MAGANJO,MUGUTHA,Domestic,SUSPENDED
,10710,210096798,14555915,MARY WAITHIRA MAINA,MUGUTHA,Domestic,ACTIVE
,10711,210076805,14543415,MARY WANJIKU MBUGUA,MUGUTHA,Domestic,DISCONNECTED
,10712,210096838,14538615,JACINTA WAITHIRA NJUGUNA,MUGUTHA,Domestic,DISCONNECTED
,10713,210096839,14538515,SIMON THEURI NJENGA,MUGUTHA,Domestic,ACTIVE
,10977,210056626,14150915,DUNCAN KIMANI KAMANDE,MUGUTHA,Domestic,ACTIVE
,10988,210091767,1016749,MICHAEL MUIRURI KAMAU,MUGUTHA,Commercial,SUSPENDED
,10989,210091901,1016254,LUCY WANINI IRUNGU,MUGUTHA,Commercial,SUSPENDED
,10990,210092120,H002880-03B-613,MOSES MURUGU KARITU,MUGUTHA,,SUSPENDED
,10991,210092124,15040441,NKARICHIA KITHIJI SILAS,MUGUTHA,Domestic,SUSPENDED
,10992,210092126,14048874,WAGURA PETER WAMBUGU,MUGUTHA,Domestic,SUSPENDED
,10993,210092134,1016295,DANIEL KARIUKI NGANGA,MUGUTHA,,SUSPENDED
,10994,210092187,1353686,JULIA NJERI KINUTHIA,MUGUTHA,Domestic,ACTIVE
,10995,210092293,14048065,ANNE WANGUI NGUGI,MUGUTHA,Domestic,SUSPENDED
,10996,210092359,10998-0210092359,KIMANI MACHARIA ELISAPHAN,MUGUTHA,Domestic,SUSPENDED
,10997,210093167,14172715,JOHN WACHIRA KIBORORO,MUGUTHA,Domestic,ACTIVE
,11081,210097234,14649815,ALICE MUGURE KANYANJUA,MUGUTHA,Domestic,DISCONNECTED
,11122,210097121,14617815,MARY WAMBUI MUTURA,MUGUTHA,Domestic,SUSPENDED
,11123,210097145,14607215,MERCY WAMBU GATHURA,MUGUTHA,Domestic,SUSPENDED
,11124,210097153,14632415,ELIJAH KINUHIA NGANGA,MUGUTHA,Domestic,ACTIVE
,11125,210097163,14590815,PRISCA NJERI NJIRIRI,MUGUTHA,Domestic,ACTIVE
,11126,210097178,14605915,TABITHA NJANJA GICHIRI,MUGUTHA,Domestic,ACTIVE
,11127,210097179,14628215,JOSEPH GICHUHI NGUNJU,MUGUTHA,Domestic,SUSPENDED
,11128,210097188,14639515,LUCY WARIGIA WAITHATHI,MUGUTHA,Domestic,ACTIVE
,11129,210097189,14629215,CHARITY WANJIRA KIMANI,MUGUTHA,Domestic,SUSPENDED
,11130,210097190,14639415,JANE WAGAKI KAMAU,MUGUTHA,Domestic,ACTIVE
,11131,210097203,14592015,GEORGE MWAI NGIRIGACHA,MUGUTHA,Domestic,ACTIVE
,11132,210097204,14591915,STEWAM ENERPISES,MUGUTHA,Domestic,DISCONNECTED
,11133,210097214,14665615,ELIZABETH MWIHAKI MBURU,MUGUTHA,Domestic,SUSPENDED
,11134,210097223,14598815,PETER KAMAU WAITHAKA,MUGUTHA,Domestic,DISCONNECTED
,11135,210097224,14598415,MARYGORET WAMBETI NYAGA,MUGUTHA,Domestic,SUSPENDED
,11136,210097225,14598315,CHARLES GICHOBI GICHIRA,MUGUTHA,Commercial,ACTIVE
,11309,210092581,210092581,Charles Maina,MUGUTHA,Domestic,ACTIVE
,11407,210097155,14604815,DAMARIS NYAMWINGA NDUNGU,MUGUTHA,Domestic,ACTIVE
,11408,210097248,14655315,EUNICE WANJIKU GITAU,MUGUTHA,Domestic,SUSPENDED
,11409,210097249,14643515,MARAGI GENERAL MERCHANDISE,MUGUTHA,Domestic,SUSPENDED
,11411,210097255,14642015,ELIZABETH WANJIKU NDUNGU,MUGUTHA,Domestic,SUSPENDED
,11412,210097256,14641815,DAINAH GITHIGIA GITHINJI,MUGUTHA,Domestic,ACTIVE
,11413,210097257,14641915,EDITH WAKARURA MICHERE,MUGUTHA,Domestic,DISCONNECTED
,11414,210097260,14641215,NANCY MENDI NJOKI,MUGUTHA,Domestic,SUSPENDED
,11415,210097264,14652315,ALICE KIRANGARI,MUGUTHA,Domestic,SUSPENDED
,11416,210097280,14659515,MAXWELL WAINAINA MAINA,MUGUTHA,Domestic,ACTIVE
,11417,210097298,AWSB 1506751,REGINA GATHONI GIKIRU,MUGUTHA,Domestic,ACTIVE
,11418,210097299,AWSB 1506754,ALICE NJERI GACHAU,MUGUTHA,Domestic,ACTIVE
,11419,210097300,AWSB 1506760,SALOME MWIRUA KARIUKI,MUGUTHA,Domestic,SUSPENDED
,11420,210097301,H17JA010556,BERNARD KAMAU CHEGE,MUGUTHA,Domestic,SUSPENDED
,11421,210097307,AWSB 1506897,ANNE NYAMBURA KIMANI,MUGUTHA,Domestic,DISCONNECTED
,11422,210097308,AWSB 1506892,GRACE WANJA NJOGU,MUGUTHA,Domestic,SUSPENDED
,11423,210097309,AWSB 1506895,STEPHEN THUO KAIRA,MUGUTHA,Domestic,SUSPENDED
,11424,210097310,AWSB 1506893,JANE WANJIRU MWANGI,MUGUTHA,Domestic,SUSPENDED
,11425,210097311,AWSB 1506896,JEDIDAH WANJIKU WANJUKI,MUGUTHA,Domestic,DISCONNECTED
,11426,210097312,AWSB 1506898,HELLEN NEKOYE MACHARIA,MUGUTHA,Commercial,ACTIVE
,11427,210097319,AWSB 1509008,EDWARD KARANJA GITAHI,MUGUTHA,Domestic,ACTIVE
,11428,210097323,1354055,BEATRICE MUMBI MWANGI,MUGUTHA,Domestic,ACTIVE
,11429,210097328,AWSB 1506784,JULIA WANJIKU NJOROGE,MUGUTHA,Domestic,SUSPENDED
,11430,210077331,AWSB 1506781,STANLEY WAINAINA NJAU,MUGUTHA,Commercial,ACTIVE
,11431,210097332,AWSB 1506787,HANNAH WARUGURU KABINDI,MUGUTHA,Domestic,SUSPENDED
,11432,210097335,AWSB1506951,DOMINIC NDUNGU KIHARA,MUGUTHA,Domestic,SUSPENDED
,11433,210097336,AWSB 1506954,ANNE WANJIRU KANGETHE,MUGUTHA,Domestic,SUSPENDED
,11434,210097337,AWSB 1506955,REGINA WAHU KIHARA,MUGUTHA,Domestic,SUSPENDED
,11435,210097338,AWSB 1506956,ISAAC NJOROGE MUGO,MUGUTHA,Domestic,DISCONNECTED
,11436,210097355,AWSB 1509211,CAROLINE MUMBI WAMBUI,MUGUTHA,Domestic,SUSPENDED
,11437,210097356,AWSB 1509212,JANE WAIRIMU MAHINDA,MUGUTHA,Domestic,SUSPENDED
,11438,210097357,AWSB 1509213,TERESIA WAIRIMU NDIRANGU,MUGUTHA,Domestic,ACTIVE
,11439,210097358,AWSB 1509214,PETER KIARIE NYAGA,MUGUTHA,Domestic,ACTIVE
,11440,210097366,AWSB 1509383,ELIZABETH NYAMBURA NDUNGU,MUGUTHA,Domestic,DISCONNECTED
,11441,210097367,AWSB 1509384,FRACISIA NJERI MWANGI,MUGUTHA,Domestic,SUSPENDED
,11442,210097368,AWSB 1509382,JANE WAITHERERO MWANGI,MUGUTHA,Domestic,SUSPENDED
,11443,210097386,AWSB 1506978,CAROLINE MUTHONI MACHARIA,MUGUTHA,Domestic,SUSPENDED
,11444,210097391,AWSB 1511297,LUCY GATHONI KAGIA,MUGUTHA,Domestic,ACTIVE
,11445,210097392,AWSB 1511293,REBECCA WANJIKU MUHIA,MUGUTHA,Domestic,SUSPENDED
,11446,210097396,AWSB 1508950,ZIPPARA WANJIRU NJENGA,MUGUTHA,Domestic,ACTIVE
,11447,210097397,AWSB 1508945,LOISE WANGUI GITHUA,MUGUTHA,Domestic,SUSPENDED
,11448,210097403,AWSB 1511050,SOLOMON WERU THEA,MUGUTHA,Domestic,ACTIVE
,11449,210097412,AWSB 1511046,JANE WANJA MBURU,MUGUTHA,Domestic,ACTIVE
,11450,210097413,AWSB 1508953,JANE WANJA CHEGE,MUGUTHA,Domestic,SUSPENDED
,11451,210097415,1511042,MARGARET MUTHONIKABI,MUGUTHA,Domestic,DISCONNECTED
,11452,210097420,14647915,PURITY WAKONYU MUCHOKI,MUGUTHA,Domestic,ACTIVE
,11453,210097421,14648015,NANCY NJERI KAMAU,MUGUTHA,Domestic,SUSPENDED
,11454,210097427,14652015,MINNIE WANJIKU KARIUKI,MUGUTHA,Domestic,ACTIVE
,11633,210097511,14604115,MARY WANJIKU NDIRANGU,MUGUTHA,Domestic,SUSPENDED
,11634,210097510,14604215,GEORGE GITHINJI CHEGE,MUGUTHA,Domestic,SUSPENDED
,11640,210097472,14605015,STEPHEN NJURIA,MUGUTHA,Commercial,ACTIVE
,11678,210097500,14614315,ANNE NYAMBURA MAINA,MUGUTHA,Domestic,SUSPENDED
,11715,210097521,14623515,LAWRENCE WAMBUGU KIBERU,MUGUTHA,Domestic,ACTIVE
,11717,210077523,14623715,SARAH WANGUI WATHUTA,MUGUTHA,Domestic,ACTIVE
,11719,210097524,14623915,ESTHER MUTHONI GICHUNGUA,MUGUTHA,Domestic,DISCONNECTED
,11720,210097522,14624015,ANNA WANGARI KIARIE,MUGUTHA,Domestic,SUSPENDED
,11737,210097448,14629115,JOHN MUYA CHERERE,MUGUTHA,Domestic,SUSPENDED
,11743,210097447,14629715,JOHN MUNDIA GITURE,MUGUTHA,Domestic,ACTIVE
,11765,210092262,14647615,PETER KABUE WAINAINA,MUGUTHA,Commercial,SUSPENDED
,11776,210097577,150200007,JOSIAH MWANGI WAMUNGU,MUGUTHA,Commercial,SUSPENDED
,11781,210097645,20150600005,JANE NJERI KIOKO,MUGUTHA,Domestic,SUSPENDED
,11782,210097632,2015601188,LUCY WAIRIMU NDIGIRIGI,MUGUTHA,Domestic,ACTIVE
,11783,210097641,20150600007,BERNARD MWANGI MWAI,MUGUTHA,Domestic,ACTIVE
,11785,210097640,20150600014,MARGARET KARIMI NJUE,MUGUTHA,Domestic,SUSPENDED
,11787,210097575,20150600016,BENSON MBURU KINYAGIA,MUGUTHA,Domestic,ACTIVE
,11796,210097643,20150600086,ROSEMARY WAMBUI WAMUTI,MUGUTHA,Domestic,ACTIVE
,11803,210097644,20150600117,HELEN MATHINI WAINAINA,MUGUTHA,Domestic,ACTIVE
,11807,210097570,20150600137,VERONICA WANJIRU NGANGA,MUGUTHA,Domestic,DISCONNECTED
,11817,210097642,20150600193,PURITY GATHOMI KAGURANI,MUGUTHA,Domestic,DISCONNECTED
,11828,210097593,20150600454,AGNES MUTHONI GATHARA,MUGUTHA,Domestic,DISCONNECTED
,11830,210097576,20150600479,LOISE WANGARI NGANGA,MUGUTHA,Domestic,SUSPENDED
,11869,210097544,20150600675,ANN NYAMBURA WAIRIMU,MUGUTHA,Domestic,ACTIVE
,11882,210097608,20150600724,PETER KIHARA WAIKUNU,MUGUTHA,Domestic,ACTIVE
,11884,210097545,20150600728,JULIUS KUNGU KIBUGI,MUGUTHA,Domestic,SUSPENDED
,11888,210097601,20150600737,MARY NYAMBURA MAINA,MUGUTHA,Domestic,ACTIVE
,11894,210097549,20150600750,CECILIA WAIRIMU NGIGI,MUGUTHA,Domestic,SUSPENDED
,11899,210097569,20150600773,JOHN KIBOI KINGORI,MUGUTHA,Domestic,DISCONNECTED
,11915,210097546,20150600826,JANE WANGUI KARIITHI,MUGUTHA,Domestic,SUSPENDED
,11917,210097609,20150600839,NANCY NYOKABI KINUTHIA,MUGUTHA,Domestic,DISCONNECTED
,11927,210097592,20150600923,SIMON KAMAU KINYANJUI,MUGUTHA,Domestic,ACTIVE
,11937,210097653,20150601007,GIBSON GICHURU KAMAU,MUGUTHA,Domestic,SUSPENDED
,11938,210097654,20150601008,ESTHER WANJIRU NDUNGU,MUGUTHA,Domestic,SUSPENDED
,11939,210097651,20150601010,JANE NDUTA MURIGI,MUGUTHA,Domestic,ACTIVE
,11942,210097952,20150601022,ANN WANJIRU NJUGUNA,MUGUTHA,Domestic,SUSPENDED
,11953,210097616,20150601075,MARY WAITHIRA NGARI,MUGUTHA,Commercial,ACTIVE
,11959,210097537,20150601099,JOSPHINE WAIRIMU MURITU,MUGUTHA,Domestic,ACTIVE
,11962,210097538,20150601106,LUCY WANGARI KAMAU,MUGUTHA,Domestic,ACTIVE
,11966,210097615,20150601113,POLLY WANJA MUNIU,MUGUTHA,Domestic,DISCONNECTED
,11991,210097536,20150601198,GRACE GATHONI GATERU,MUGUTHA,Domestic,ACTIVE
,11992,210097539,20150601203,RUTH MUTHONI NJUGUNA,MUGUTHA,Domestic,ACTIVE
,12013,210091952,,MBUTHIA BENSON NGUMA,MUGUTHA,Domestic,ACTIVE
,12109,210096976,14548715,JOSEPH KARURI NGUYO,MUGUTHA,Domestic,DISCONNECTED
,12110,210096977,14548515,JOSPEPH NDICHU NDUNGU,MUGUTHA,Domestic,SUSPENDED
,12111,210096978,14548815,VIRGINIA WANJIKU MWAURA,MUGUTHA,Domestic,DISCONNECTED
,12112,210096979,14549015,MARY WANJIRU NJERI,MUGUTHA,Domestic,SUSPENDED
,12113,210096980,14548415,GERALD KIMATA KURIA,MUGUTHA,Domestic,ACTIVE
,12114,210096981,14548315,WILSON MBUGUA,MUGUTHA,Domestic,SUSPENDED
,12115,210096982,14548915,MARY WANGUI MIRUANI,MUGUTHA,Commercial,SUSPENDED
,12116,210096983,14548615,ANN �WANJIRU KAGUNDA,MUGUTHA,Domestic,ACTIVE
,12117,210096985,14548115,NANCY NJERI GICHIMU,MUGUTHA,Domestic,ACTIVE
,12118,210096989,14577115,ESPEDITA GICUKU NJIRU,MUGUTHA,Domestic,ACTIVE
,12119,210096990,14577915,PATRICIA MUTHONI NGARI,MUGUTHA,Domestic,ACTIVE
,12120,210096991,14577615,FELISTAS WANJIKU MBUGWA,MUGUTHA,Domestic,DISCONNECTED
,12121,210096992,14577215,LUCY WANJIKU MBURU,MUGUTHA,Domestic,SUSPENDED
,12122,210096993,14577715,VIRGINIA WANGUI MATHENGE,MUGUTHA,Domestic,SUSPENDED
,12123,210097000,14570115,HARUN BENSON KIBE,MUGUTHA,Domestic,ACTIVE
,12124,210097001,14570215,ROSEMARY WAMAITHA KAMAU,MUGUTHA,Domestic,SUSPENDED
,12125,210097003,14577415,JACINTA WAMBUI MBUGUA,MUGUTHA,Domestic,SUSPENDED
,12126,210097004,14576915,ANN NGAI MWAURA,MUGUTHA,Domestic,SUSPENDED
,12127,210097005,14576615,BEATRICE WANJIRU WANGUI,MUGUTHA,Domestic,SUSPENDED
,12128,210097006,14576215,ESTHER WATIRI GAKINYI,MUGUTHA,Domestic,SUSPENDED
,12129,210097007,14576715,NAOMI  WANGARI MBIRI,MUGUTHA,Domestic,DISCONNECTED
,12130,210097008,14576115,JOHN MWANGI ITHIRU,MUGUTHA,Domestic,SUSPENDED
,12131,210097018,14563215,RUTH WACHUKA KINYUA,MUGUTHA,Domestic,ACTIVE
,12132,210097019,14563815,JOSPHINE WANJA NJERU,MUGUTHA,Domestic,DISCONNECTED
,12133,210097020,14563115,FRANCIS WANGUGI NGANGA,MUGUTHA,Domestic,SUSPENDED
,12134,210097027,17080768,RUTH NUNGA KAMAU,MUGUTHA,Domestic,DISCONNECTED
,12135,210097028,14575015,HELLEN NEKOYE MACHARIA,MUGUTHA,Domestic,ACTIVE
,12136,210097030,14572315,MARGARET WANGARI KABATI,MUGUTHA,Domestic,SUSPENDED
,12137,210097031,14572915,JANELOISE WAMBUI CHEGE,MUGUTHA,Domestic,SUSPENDED
,12138,210097032,14572615,ESTHER WANGUI MUHIA,MUGUTHA,Domestic,ACTIVE
,12139,210097033,14573015,RUTH WAMBUI MUKUNDI,MUGUTHA,Domestic,SUSPENDED
,12140,210097034,14572415,ROSEMARY NYAMBURA MWAURA,MUGUTHA,Domestic,SUSPENDED
,12141,210097035,14572815,SUSAN WANJIRU NGUGI,MUGUTHA,Domestic,SUSPENDED
,12142,210097036,14572715,DAVID MUKURIA KARANJA,MUGUTHA,Domestic,ACTIVE
,12143,210097037,14572115,ROSEMARY WANJIKU KAMAU,MUGUTHA,Domestic,ACTIVE
,12144,210097038,14572515,JULIA NJERI GITAU,MUGUTHA,Domestic,SUSPENDED
,12145,210097047,14569115,FREDINA WANJIRU CHEGE,MUGUTHA,Domestic,ACTIVE
,12146,210097048,14569315,NANCY WAMBUI NGANGA,MUGUTHA,Domestic,DISCONNECTED
,12147,210097060,14575715,MOSES WAIGANJ KIBURE,MUGUTHA,Domestic,SUSPENDED
,12148,210097068,14630415,LOISE MUGURE KARANJA,MUGUTHA,Domestic,SUSPENDED
,12149,210097070,14630615,ELIZABETH WANJIRU MWAURA,MUGUTHA,Commercial,ACTIVE
,12150,210097084,14606515,BONIFACE WERU MACHARIA,MUGUTHA,Domestic,ACTIVE
,12151,210097085,14606215,BETH NJERI KIBERI,MUGUTHA,Domestic,SUSPENDED
,12152,210097086,14606315,JUSTINA NJERI MWANGI,MUGUTHA,Domestic,ACTIVE
,12154,210097100,14595315,PETER MWAURA WANYOIKE,MUGUTHA,Domestic,ACTIVE
,12155,210097107,14601915,LINCOLN MURIITHI MBOGUA,MUGUTHA,Domestic,ACTIVE
,12156,210097108,14601315,MONICA GATHONI KARIGI,MUGUTHA,Domestic,ACTIVE
,12157,210097111,14602015,MUTAHI ENGINEERING SERVICES,MUGUTHA,Domestic,SUSPENDED
,12158,210097119,210097119,JANE WANGARI WANJOHI,MUGUTHA,Domestic,DISCONNECTED
,12286,210091962,1017083,GEORGE M MAKUMI,MUGUTHA,Domestic,SUSPENDED
,12418,210091954,,NDERITU SIMON KARIUKI,MUGUTHA,Domestic,ACTIVE
,12419,210097402,20150601155,JANE GATHONI MAINA,MUGUTHA,Domestic,ACTIVE
,12420,210097414,20150600493,PENINAH WANJIRU KINYANJUI,MUGUTHA,Domestic,ACTIVE
,12421,210097669,20150601061,JORAM KARANJA WACHIRA,MUGUTHA,Domestic,ACTIVE
,12422,210097687,20150601249,ROSE WANJIRU MWANGI,MUGUTHA,Domestic,ACTIVE
,12423,210097688,20150601226,JACINTA WAWIRA MBUTE,MUGUTHA,Domestic,DISCONNECTED
,12424,210097689,2015060128,NANCY WANJIRU MAINA,MUGUTHA,Domestic,ACTIVE
